"ano","variable","etiqueta","valor_millones_eur","valor_pct_pib","unidad_principal","estado_dato","fuente","definicion","nota"
"2027","gasto_pensiones","Gasto publico en pensiones","","13.150043","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2027","gasto_publico_total","Gasto publico total","800289.52261","45.069484","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2027","gasto_sanidad","Gasto publico en sanidad","","6.0158","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2027","intereses_deuda","Intereses de la deuda","48182.611816","2.713475","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2027","pib","PIB","1775679.354594","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2028","deficit_saldo_publico","Deficit o saldo publico","-54233.738897","-2.963117","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2028","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2028","gasto_pensiones","Gasto publico en pensiones","","13.209202","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2028","gasto_publico_total","Gasto publico total","822437.788986","44.934742","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2028","gasto_sanidad","Gasto publico en sanidad","","6.0674","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2028","intereses_deuda","Intereses de la deuda","51371.540122","2.806737","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2028","pib","PIB","1830293.782449","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2029","deficit_saldo_publico","Deficit o saldo publico","-54652.471897","-2.9","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2029","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2029","gasto_pensiones","Gasto publico en pensiones","","13.268181","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2029","gasto_publico_total","Gasto publico total","844286.462415","44.8","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2029","gasto_sanidad","Gasto publico en sanidad","","6.1214","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2029","intereses_deuda","Intereses de la deuda","54652.471897","2.9","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2029","pib","PIB","1884567.996463","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2030","deficit_saldo_publico","Deficit o saldo publico","-59607.354319","-3.075","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2030","deuda_publica_total","Deuda publica total","","97","porcentaje del PIB","escenario","AIReF, previsiones y proyecciones de deuda publica","Deuda publica total de las AAPP sobre PIB.","Escenario/prevision AIReF; no contiene importe en millones de euros."
"2030","gasto_pensiones","Gasto publico en pensiones","","13.3782","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2030","gasto_publico_total","Gasto publico total","874241.196675","45.1","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2030","gasto_sanidad","Gasto publico en sanidad","","6.1716","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2030","intereses_deuda","Intereses de la deuda","57507.366226","2.966667","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2030","pib","PIB","1938450.546951","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2031","deficit_saldo_publico","Deficit o saldo publico","-64729.759126","-3.25","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2031","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2031","gasto_pensiones","Gasto publico en pensiones","","13.502932","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2031","gasto_publico_total","Gasto publico total","904224.942864","45.4","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2031","gasto_sanidad","Gasto publico en sanidad","","6.2263","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2031","intereses_deuda","Intereses de la deuda","60414.441851","3.033333","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2031","pib","PIB","1991684.896175","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2032","deficit_saldo_publico","Deficit o saldo publico","-70030.317505","-3.425","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2032","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2032","gasto_pensiones","Gasto publico en pensiones","","13.641397","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2032","gasto_publico_total","Gasto publico total","934419.127003","45.7","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2032","gasto_sanidad","Gasto publico en sanidad","","6.277","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2032","intereses_deuda","Intereses de la deuda","63385.104895","3.1","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2032","pib","PIB","2044680.80307","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2033","deficit_saldo_publico","Deficit o saldo publico","-75641.832084","-3.6","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2033","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2033","gasto_pensiones","Gasto publico en pensiones","","13.804014","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2033","gasto_publico_total","Gasto publico total","966534.521076","46","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2033","gasto_sanidad","Gasto publico en sanidad","","6.3294","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2033","intereses_deuda","Intereses de la deuda","66536.796741","3.166667","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2033","pib","PIB","2101162.00234","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2034","deficit_saldo_publico","Deficit o saldo publico","-81613.568302","-3.775","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2034","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2034","gasto_pensiones","Gasto publico en pensiones","","13.973259","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2034","gasto_publico_total","Gasto publico total","1000982.307912","46.3","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2034","gasto_sanidad","Gasto publico en sanidad","","6.3819","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2034","intereses_deuda","Intereses de la deuda","69903.012144","3.233333","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2034","pib","PIB","2161948.829184","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2035","deficit_saldo_publico","Deficit o saldo publico","-87992.343236","-3.95","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2035","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2035","gasto_pensiones","Gasto publico en pensiones","","14.150638","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2035","gasto_publico_total","Gasto publico total","1038086.884756","46.6","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2035","gasto_sanidad","Gasto publico en sanidad","","6.4344","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2035","intereses_deuda","Intereses de la deuda","73512.590551","3.3","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2035","pib","PIB","2227654.259133","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2036","deficit_saldo_publico","Deficit o saldo publico","-94831.081921","-4.125","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2036","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2036","gasto_pensiones","Gasto publico en pensiones","","14.33327","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2036","gasto_publico_total","Gasto publico total","1078200.664755","46.9","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2036","gasto_sanidad","Gasto publico en sanidad","","6.4856","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2036","intereses_deuda","Intereses de la deuda","77397.489083","3.366667","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2036","pib","PIB","2298935.319306","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2037","deficit_saldo_publico","Deficit o saldo publico","-102189.803252","-4.3","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2037","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2037","gasto_pensiones","Gasto publico en pensiones","","14.516273","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2037","gasto_publico_total","Gasto publico total","1121711.328714","47.2","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2037","gasto_sanidad","Gasto publico en sanidad","","6.5379","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2037","intereses_deuda","Intereses de la deuda","81593.408798","3.433333","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2037","pib","PIB","2376507.052361","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2038","deficit_saldo_publico","Deficit o saldo publico","-110027.734211","-4.475","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2038","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2038","gasto_pensiones","Gasto publico en pensiones","","14.707334","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2038","gasto_publico_total","Gasto publico total","1167892.150846","47.5","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2038","gasto_sanidad","Gasto publico en sanidad","","6.5863","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2038","intereses_deuda","Intereses de la deuda","86055.211115","3.5","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2038","pib","PIB","2458720.317571","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2039","deficit_saldo_publico","Deficit o saldo publico","-118398.66417","-4.65","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2039","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2039","gasto_pensiones","Gasto publico en pensiones","","14.901723","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2039","gasto_publico_total","Gasto publico total","1217087.343514","47.8","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2039","gasto_sanidad","Gasto publico en sanidad","","6.637","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2039","intereses_deuda","Intereses de la deuda","90814.745994","3.566667","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2039","pib","PIB","2546207.83162","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2040","deficit_saldo_publico","Deficit o saldo publico","-127368.859273","-4.825","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2040","deuda_publica_total","Deuda publica total","","104","porcentaje del PIB","escenario","AIReF, previsiones y proyecciones de deuda publica","Deuda publica total de las AAPP sobre PIB.","Escenario/prevision AIReF; no contiene importe en millones de euros."
"2040","gasto_pensiones","Gasto publico en pensiones","","15.089221","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2040","gasto_publico_total","Gasto publico total","1269728.939074","48.1","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2040","gasto_sanidad","Gasto publico en sanidad","","6.6827","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
